plate,prev2,prev1,actual,pred1_1st,pred1_2nd,p_actual_1st,p_actual_2nd,correct_1st,correct_2nd
TN88BG4153,CAM_11,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN30VS9547,,CAM_01,CAM_24,CAM_11,CAM_11,0.0,0.0,False,False
TN64MP1104,,CAM_29,CAM_22,CAM_27,CAM_27,0.11904761904761904,0.11904761904761904,False,False
TN67VD1102,,CAM_27,CAM_14,CAM_02,CAM_02,0.14634146341463414,0.14634146341463414,False,False
TN87VM9046,,CAM_20,CAM_29,CAM_01,CAM_01,0.0,0.0,False,False
TN28YX6119,,CAM_01,CAM_05,CAM_11,CAM_11,0.0,0.0,False,False
TN99TX5771,,CAM_02,CAM_27,CAM_22,CAM_22,0.05426356589147287,0.05426356589147287,False,False
TN30YG9366,,CAM_27,CAM_28,CAM_02,CAM_02,0.1073170731707317,0.1073170731707317,False,False
TN16UK4798,,CAM_03,CAM_28,CAM_27,CAM_27,0.0,0.0,False,False
TN55AM6038,,CAM_12,CAM_22,CAM_15,CAM_15,0.16071428571428573,0.16071428571428573,False,False
TN77BN1377,,CAM_27,CAM_21,CAM_02,CAM_02,0.0,0.0,False,False
TN47CV7020,,CAM_18,CAM_14,CAM_15,CAM_15,0.11904761904761904,0.11904761904761904,False,False
TN59KC3528,,CAM_18,CAM_15,CAM_15,CAM_15,0.23809523809523808,0.23809523809523808,True,True
TN78LP2972,,CAM_22,CAM_14,CAM_14,CAM_14,0.14,0.14,True,True
TN24ZQ7527,,CAM_20,CAM_10,CAM_01,CAM_01,0.0,0.0,False,False
TN37HT6578,CAM_13,CAM_11,CAM_27,CAM_02,CAM_02,0.29411764705882354,0.2,False,False
TN84RY6096,CAM_10,CAM_30,CAM_01,CAM_20,CAM_20,0.11392405063291139,0.18604651162790697,False,False
TN68MJ1615,CAM_21,CAM_11,CAM_02,CAM_02,CAM_02,0.4764705882352941,0.5454545454545454,True,True
TN24XH6326,,CAM_29,CAM_05,CAM_27,CAM_27,0.0,0.0,False,False
TN08KC4037,,CAM_27,CAM_03,CAM_02,CAM_02,0.0,0.0,False,False
TN31HM2522,,CAM_03,CAM_14,CAM_27,CAM_27,0.11627906976744186,0.11627906976744186,False,False
TN47VF1265,,CAM_20,CAM_14,CAM_01,CAM_01,0.13551401869158877,0.13551401869158877,False,False
TN37JN8989,,CAM_23,CAM_22,CAM_22,CAM_22,0.17307692307692307,0.17307692307692307,True,True
TN94KS5194,,CAM_20,CAM_22,CAM_01,CAM_01,0.11214953271028037,0.11214953271028037,False,False
TN04VE7331,,CAM_22,CAM_11,CAM_14,CAM_14,0.0,0.0,False,False
TN96NZ4090,,CAM_16,CAM_22,CAM_20,CAM_20,0.1282051282051282,0.1282051282051282,False,False
TN26SL3312,,CAM_01,CAM_24,CAM_11,CAM_11,0.0,0.0,False,False
TN07QL6435,CAM_10,CAM_30,CAM_01,CAM_20,CAM_20,0.11392405063291139,0.18604651162790697,False,False
TN90YR8497,CAM_11,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN90EH5526,,CAM_27,CAM_26,CAM_02,CAM_02,0.0,0.0,False,False
TN38EK3090,CAM_25,CAM_30,CAM_20,CAM_20,CAM_20,0.25316455696202533,0.8333333333333334,True,True
TN81JT2790,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN25VA4762,,CAM_20,CAM_19,CAM_01,CAM_01,0.0,0.0,False,False
TN67GN1166,,CAM_14,CAM_27,CAM_01,CAM_01,0.0,0.0,False,False
TN81RY3832,,CAM_28,CAM_17,CAM_08,CAM_08,0.0,0.0,False,False
TN76SV4374,,CAM_29,CAM_28,CAM_27,CAM_27,0.0,0.0,False,False
TN31SV9791,,CAM_27,CAM_04,CAM_02,CAM_02,0.0,0.0,False,False
TN45DK8648,,CAM_08,CAM_06,CAM_11,CAM_11,0.0,0.0,False,False
TN55KM4025,CAM_10,CAM_30,CAM_02,CAM_20,CAM_20,0.0,0.0,False,False
TN19RC2843,,CAM_18,CAM_03,CAM_15,CAM_15,0.0,0.0,False,False
TN28SK1359,,CAM_14,CAM_20,CAM_01,CAM_01,0.0,0.0,False,False
TN86BK4186,,CAM_14,CAM_10,CAM_01,CAM_01,0.13302752293577982,0.13302752293577982,False,False
TN63YS3243,CAM_06,CAM_11,CAM_27,CAM_02,CAM_02,0.29411764705882354,0.46153846153846156,False,False
TN20QF7110,,CAM_01,CAM_28,CAM_11,CAM_11,0.1152073732718894,0.1152073732718894,False,False
TN75YK5164,,CAM_14,CAM_17,CAM_01,CAM_01,0.0,0.0,False,False
TN73PK1837,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN08SH9603,,CAM_02,CAM_10,CAM_22,CAM_22,0.0,0.0,False,False
TN77TC9639,,CAM_22,CAM_13,CAM_14,CAM_14,0.0,0.0,False,False
TN81EQ1656,,CAM_14,CAM_08,CAM_01,CAM_01,0.0,0.0,False,False
TN83AW6972,,CAM_09,CAM_14,CAM_11,CAM_11,0.0,0.0,False,False
TN31GL9529,,CAM_17,CAM_30,CAM_30,CAM_30,0.6136363636363636,0.6136363636363636,True,True
TN80DY2801,,CAM_08,CAM_14,CAM_11,CAM_11,0.15217391304347827,0.15217391304347827,False,False
TN24SM7577,,CAM_20,CAM_18,CAM_01,CAM_01,0.0,0.0,False,False
TN42GZ4479,,CAM_27,CAM_02,CAM_02,CAM_02,0.17073170731707318,0.17073170731707318,True,True
TN44DD8022,,CAM_22,CAM_10,CAM_14,CAM_14,0.0,0.0,False,False
TN19KA8634,,CAM_20,CAM_05,CAM_01,CAM_01,0.0,0.0,False,False
TN43PC7927,,CAM_27,CAM_02,CAM_02,CAM_02,0.17073170731707318,0.17073170731707318,True,True
TN76BM7139,,CAM_29,CAM_03,CAM_27,CAM_27,0.0,0.0,False,False
TN54GB9436,,CAM_27,CAM_01,CAM_02,CAM_02,0.0,0.0,False,False
TN98SJ8877,,CAM_01,CAM_12,CAM_11,CAM_11,0.0,0.0,False,False
TN98MC5320,,CAM_28,CAM_10,CAM_08,CAM_08,0.0,0.0,False,False
TN11YL8776,,CAM_28,CAM_05,CAM_08,CAM_08,0.0,0.0,False,False
TN27CC8315,,CAM_20,CAM_05,CAM_01,CAM_01,0.0,0.0,False,False
TN09RJ6882,,CAM_09,CAM_11,CAM_11,CAM_11,0.3111111111111111,0.3111111111111111,True,True
TN34GD4272,,CAM_01,CAM_30,CAM_11,CAM_11,0.0,0.0,False,False
TN90RZ9984,,CAM_01,CAM_10,CAM_11,CAM_11,0.14285714285714285,0.14285714285714285,False,False
TN26RN6931,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN79GH9924,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN06UG6333,,CAM_27,CAM_17,CAM_02,CAM_02,0.0,0.0,False,False
TN08RP5002,,CAM_30,CAM_09,CAM_20,CAM_20,0.0,0.0,False,False
TN83GE8601,,CAM_01,CAM_24,CAM_11,CAM_11,0.0,0.0,False,False
TN23AZ8569,CAM_10,CAM_30,CAM_28,CAM_20,CAM_20,0.0,0.0,False,False
TN69NT5582,,CAM_24,CAM_01,CAM_27,CAM_27,0.0,0.0,False,False
TN43FC7041,,CAM_24,CAM_08,CAM_27,CAM_27,0.0,0.0,False,False
TN74MU7079,,CAM_12,CAM_15,CAM_15,CAM_15,0.19642857142857142,0.19642857142857142,True,True
TN75LG3442,,CAM_01,CAM_21,CAM_11,CAM_11,0.0,0.0,False,False
TN97FB9023,CAM_10,CAM_30,CAM_08,CAM_20,CAM_20,0.0,0.0,False,False
TN34VX2621,,CAM_14,CAM_17,CAM_01,CAM_01,0.0,0.0,False,False
TN66TD8526,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN09QA3477,,CAM_10,CAM_14,CAM_30,CAM_30,0.09236947791164658,0.09236947791164658,False,False
TN45CB9634,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN14TS1020,,CAM_10,CAM_26,CAM_30,CAM_30,0.0,0.0,False,False
TN64FT3685,,CAM_15,CAM_11,CAM_01,CAM_01,0.13846153846153847,0.13846153846153847,False,False
TN55BW3702,CAM_11,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN86CG1020,,CAM_06,CAM_11,CAM_11,CAM_11,0.3333333333333333,0.3333333333333333,True,True
TN06KT7585,,CAM_20,CAM_07,CAM_01,CAM_01,0.0,0.0,False,False
TN94TE8268,,CAM_04,CAM_27,CAM_15,CAM_15,0.0851063829787234,0.0851063829787234,False,False
TN30XE7343,,CAM_12,CAM_14,CAM_15,CAM_15,0.0,0.0,False,False
TN72YM5963,,CAM_01,CAM_20,CAM_11,CAM_11,0.0,0.0,False,False
TN41GA9211,,CAM_23,CAM_28,CAM_22,CAM_22,0.0,0.0,False,False
TN42WR3757,,CAM_20,CAM_10,CAM_01,CAM_01,0.0,0.0,False,False
TN11MR8103,,CAM_13,CAM_11,CAM_11,CAM_11,0.19444444444444445,0.19444444444444445,True,True
TN45GR8127,,CAM_22,CAM_20,CAM_14,CAM_14,0.11,0.11,False,False
TN11BD3335,,CAM_07,CAM_10,CAM_15,CAM_15,0.10638297872340426,0.10638297872340426,False,False
TN12BL5235,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN40FJ5944,,CAM_01,CAM_28,CAM_11,CAM_11,0.1152073732718894,0.1152073732718894,False,False
TN89VJ7970,,CAM_23,CAM_01,CAM_22,CAM_22,0.0,0.0,False,False
TN25KB6638,,CAM_15,CAM_11,CAM_01,CAM_01,0.13846153846153847,0.13846153846153847,False,False
TN18DL6220,,CAM_22,CAM_28,CAM_14,CAM_14,0.0,0.0,False,False
TN32UR6975,,CAM_26,CAM_27,CAM_22,CAM_22,0.13043478260869565,0.13043478260869565,False,False
TN40TK3573,,CAM_20,CAM_26,CAM_01,CAM_01,0.0,0.0,False,False
TN50BN9834,,CAM_16,CAM_22,CAM_20,CAM_20,0.1282051282051282,0.1282051282051282,False,False
TN82RU1930,,CAM_20,CAM_01,CAM_01,CAM_01,0.14485981308411214,0.14485981308411214,True,True
TN18SL3459,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN94QL5660,,CAM_09,CAM_20,CAM_11,CAM_11,0.0,0.0,False,False
TN89JP8265,CAM_04,CAM_28,CAM_06,CAM_08,CAM_08,0.20161290322580644,0.20161290322580644,False,False
TN01YP2036,,CAM_10,CAM_22,CAM_30,CAM_30,0.0,0.0,False,False
TN95AR8027,,CAM_21,CAM_20,CAM_11,CAM_11,0.0,0.0,False,False
TN32UT3324,,CAM_01,CAM_24,CAM_11,CAM_11,0.0,0.0,False,False
TN71AD5144,,CAM_05,CAM_10,CAM_10,CAM_10,0.17647058823529413,0.17647058823529413,True,True
TN53QF6871,,CAM_14,CAM_22,CAM_01,CAM_01,0.0963302752293578,0.0963302752293578,False,False
TN25VN7951,,CAM_05,CAM_19,CAM_10,CAM_10,0.0,0.0,False,False
TN49UL4626,,CAM_21,CAM_13,CAM_11,CAM_11,0.0,0.0,False,False
TN65KU1171,,CAM_20,CAM_02,CAM_01,CAM_01,0.0,0.0,False,False
TN83AE3956,,CAM_24,CAM_10,CAM_27,CAM_27,0.0,0.0,False,False
TN77YK3003,,CAM_15,CAM_28,CAM_01,CAM_01,0.23076923076923078,0.23076923076923078,False,False
TN84LV6702,,CAM_25,CAM_22,CAM_15,CAM_15,0.0,0.0,False,False
TN23RE8065,,CAM_14,CAM_10,CAM_01,CAM_01,0.13302752293577982,0.13302752293577982,False,False
TN67UA8861,,CAM_20,CAM_14,CAM_01,CAM_01,0.13551401869158877,0.13551401869158877,False,False
TN04FL7232,,CAM_08,CAM_11,CAM_11,CAM_11,0.21739130434782608,0.21739130434782608,True,True
TN72WR1194,,CAM_20,CAM_10,CAM_01,CAM_01,0.0,0.0,False,False
TN60HM7667,,CAM_11,CAM_10,CAM_02,CAM_02,0.0,0.0,False,False
TN27BT7745,,CAM_14,CAM_03,CAM_01,CAM_01,0.0,0.0,False,False
TN25SM8985,,CAM_22,CAM_24,CAM_14,CAM_14,0.0,0.0,False,False
TN11EZ1696,,CAM_17,CAM_26,CAM_30,CAM_30,0.0,0.0,False,False
TN04MH5366,CAM_10,CAM_30,CAM_20,CAM_20,CAM_20,0.25316455696202533,0.23255813953488372,True,True
TN04UZ5403,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN50BK5166,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN71CS9427,,CAM_01,CAM_20,CAM_11,CAM_11,0.0,0.0,False,False
TN10LV6826,CAM_18,CAM_28,CAM_06,CAM_08,CAM_06,0.20161290322580644,1.0,False,True
TN65PH1324,,CAM_16,CAM_14,CAM_20,CAM_20,0.0,0.0,False,False
TN87GQ5762,,CAM_05,CAM_01,CAM_10,CAM_10,0.0,0.0,False,False
TN80NP8765,,CAM_25,CAM_15,CAM_15,CAM_15,0.25,0.25,True,True
TN12EG3226,,CAM_14,CAM_17,CAM_01,CAM_01,0.0,0.0,False,False
TN86YT8783,,CAM_14,CAM_19,CAM_01,CAM_01,0.0,0.0,False,False
TN16KK3586,,CAM_11,CAM_20,CAM_02,CAM_02,0.0,0.0,False,False
TN26ED9881,,CAM_18,CAM_15,CAM_15,CAM_15,0.23809523809523808,0.23809523809523808,True,True
TN28TS8988,,CAM_20,CAM_01,CAM_01,CAM_01,0.14485981308411214,0.14485981308411214,True,True
TN32MC2024,,CAM_27,CAM_13,CAM_02,CAM_02,0.0,0.0,False,False
TN87LY5910,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN04BX5255,,CAM_20,CAM_06,CAM_01,CAM_01,0.0,0.0,False,False
TN13CR2176,CAM_01,CAM_28,CAM_06,CAM_08,CAM_09,0.20161290322580644,0.3157894736842105,False,False
TN76NR3388,,CAM_01,CAM_28,CAM_11,CAM_11,0.1152073732718894,0.1152073732718894,False,False
